track,score,date,race,ml odds rank,score rank,odds rank,claimed last rank,post position,last 3 purse adv,distance worked rank,days since last race rank,trainer jock combo rank,trainer jock combo adv,trainer jock roi rank,trainer jock roi adv,avg turn time rank,avg turn time adv,current race type,distance,distance difference,days since last race,last finish,surface,program number,horse name,trainer,jockey,impr decl finish,imprv decl speed,weight last race,weight,last purse rank,last purse adv,class difference,lifetime earnings rank,lifetime earnings adv,ml odds current race,off odds current race,speed last race rank,speed last race adv,win % rank,win % adv,avg earnings distance rank,avg earnings distance adv,in the money rank,in the money adv,horses beaten rank,horses beaten adv,best speed last 3 rank,best speed last 3 adv,avg speed last 3 rank,avg speed last 3 adv,best lifetime speed rank,best lifetime speed adv,best speed track rank,best speed track adv,best speed distance rank,best speed distance adv,avg 2 of 3 speed rank,avg 2 of 3 speed adv,win payoff,place payoff,show payoff,finish position
MTH,//10,20160626,10,4,1,5,,4,0,2,6,4,0,3,0,1,0,Non-Graded_Stk,6,-0.5,29,1,dirt,4,EL DEAL,LAKEMAN ANDREW,GONZALEZ SANTIAGO,0,0,120,118,5,0,-1.26,3,0,4,6.7,1,2,2,0,3,0,2,0,2,0,3,0,2,0,3,0,4,0,6,0,5,0,0,0,0,5
MTH,//40,20160626,10,2,4,4,,3,0,4,9,3,0,2,0,3,0,Non-Graded_Stk,6,0,22,1,dirt,3,SHAFT OF LIGHT,NAVARRO JORGE,GONZALES JONATHAN J,0,1,122,118,6,0,3.51,5,0,3,4.3,2,0,5,0,5,0,5,0,3,0,4,0,2,0,5,0,1,0,4,0,2,0,0,4.8,3.8,2
MTH,//540,20160626,10,6,6,6,,2,0,5,6,2,0,5,0,5,0,Non-Graded_Stk,6,0,29,4,dirt,2,VISIONARY RULER,NAVARRO JORGE,LOPEZ PASCACIO,0,0,116,118,2,0,1.5,6,0,12,19.6,6,0,6,0,6,0,6,0,7,0,6,0,6,0,3,0,3,0,3,0,6,0,0,0,6,3
MTH,//18,20160626,10,5,2,2,,1,0,5,6,1,50,1,22.5,1,0,Non-Graded_Stk,6,0,29,1,dirt,1,CHUBLICIOUS,NAVARRO JORGE,GALLARDO ANTONIO A,0,0,120,118,2,0,1.5,4,0,6,2.7,2,0,3,0,4,0,4,0,5,0,4,0,5,0,5,0,1,0,4,0,4,0,7.4,3.8,3,1
MTH,//336,20160626,11,8,5,7,,9,0,2,1,3,0,2,0,7,0,Mdn_Claimer,5.5,-0.5,274,10,turf,8,TYPOLOGY,GOBERDHAN CHANDRADAT,USKE S,0,0,121,124,2,0,-9.14,8,0,30,30.5,7,0,0,0,5,0,5,0,8,0,8,0,8,0,8,0,4,0,5,0,8,0,0,0,0,8
MTH,//64,20160626,11,5,4,6,,8,0,3,14,3,0,6,0,2,0,Mdn_Claimer,5.5,-0.5,9,2,turf,7,O'LUCEY,FRUZZETTI RICHARD J,KEISER CHELSEY,1,1,124,122,6,0,-1.81,3,0,10,15.4,2,0,0,0,5,0,4,0,4,0,3,0,4,0,3,0,4,0,5,0,4,0,0,0,0,4
MTH,//1512,20160626,11,7,7,8,,7,0,3,7,2,0,5,0,5,0,Mdn_Claimer,5.5,-0.5,23,7,turf,6,SERMONETTA,PIMENTAL JOHN I,MANGALEE N,0,0,124,122,6,0,-3.3,7,0,20,49.9,6,0,0,0,4,0,5,0,7,0,7,0,6,0,6,0,4,0,4,0,7,0,0,0,0,7
MTH,//350,20160626,11,6,6,5,,5,0,3,10,1,50,1,2,6,0,Mdn_Claimer,5.5,-2.8,14,3,turf,5,U. S. POINT,WILSON TONY,BOCACHICA O,1,2,118,118,6,0,-2.95,4,0,12,13.7,5,0,0,0,5,0,3,0,2,0,6,0,5,0,7,0,4,0,5,0,6,0,0,0,0,5
MTH,//36,20160626,11,1,2,1,,4,15.6,3,9,3,0,6,0,8,0,Mdn_Claimer,5.5,0.5,19,3,turf,4,SECRETIVE LADY,CROOK-DEMASI KATHLEE,LOPEZ PASCACIO,0,0,124,124,1,36.7,-7.47,2,0,1.4,0.8,1,6,0,0,1,1.9,1,12.5,5,0,1,9.7,2,0,1,0,1,5.6,1,0,1,12.9,3.6,2.6,2.1,1
MTH,//1792,20160626,11,3,8,4,,3,0,1,1,3,0,2,0,4,0,Mdn_Claimer,5.5,-2.8,270,8,turf,3,VILLAGE REWARD,NUNN DOUGLAS,ZAYAS JONATHAN,0,0,118,122,5,0,-6.88,5,0,3.5,10.9,8,0,0,0,3,0,5,0,6,0,3,0,7,0,5,0,3,0,3,0,2,0,0,0,0,6
MTH,//30,20160626,11,2,1,2,,2,0,3,13,3,0,2,0,3,0,Mdn_Claimer,5.5,-2,13,3,turf,1,MISS MODELA,NUNN DAVID,CASTRENZE ASHLEY,0,0,133,115,4,0,-5.97,1,10.8,3,3.2,3,0,0,0,2,0,2,0,1,39,5,0,3,0,1,0,2,0,1,0,5,0,0,0,2.6,3
MTH,//40,20160626,11,4,3,3,,1,0,3,8,3,0,6,0,1,7.1,Mdn_Claimer,5.5,-0.5,21,5,turf,2,BOLD EMBRACE,O'CONNELL KATHLEEN,GALLARDO ANTONIO A,0,0,118,118,3,0,-10.5,6,0,5,5,4,0,0,0,5,0,5,0,3,0,2,0,1,10,4,0,4,0,5,0,3,0,0,4.2,3,2
MTH,//80,20160625,1,3,4,4,,7,0,5,12,2,0,5,0,3,0,Mdn_Claimer,5.5,-0.5,21,4,dirt,7,LIZZIE QUINN,SHAW TIM J,LEBRON VICTOR,0,0,122,124,5,0,-5.86,3,0,5,10.7,4,0,0,0,4,0,1,100,3,0,2,0,4,0,2,0,1,6.3,3,0,3,0,0,0,0,5
MTH,//40,20160625,1,1,2,1,,6,0,5,11,2,0,1,0,6,0,Mdn_Claimer,5.5,-0.5,29,6,dirt,6,JACKSIE,MCMAHON HUGH I,GALLARDO ANTONIO A,0,0,119,118,4,0,-5.14,2,0,1.6,1.3,1,11.5,0,0,1,22.2,2,0,1,22.5,1,19.4,1,8.5,1,6,2,0,1,19.4,1,15.6,4.6,2.6,2.1,1
MTH,//343,20160625,1,4,6,5,,5,0,3,1,2,0,1,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,5,MISS SHOCKEY,JENNINGS JOSEPH,GONZALES JONATHAN J,0,0,0,124,7,0,35.43,7,0,6,14,7,0,0,0,4,0,2,0,6,0,7,0,6,0,7,0,7,0,3,0,7,0,0,0,0,4
MTH,//648,20160625,1,6,7,7,,4,0,5,14,2,0,5,0,5,0,Mdn_Claimer,5.5,-0.5,15,5,dirt,4,SCATTER,KELLY TIMOTHY J,KAY WINSTON R,0,0,108,108,3,0,6.88,5,0,20,36.4,6,0,0,0,3,0,2,0,6,0,6,0,7,0,6,0,6,0,7,0,6,0,0,0,0,6
MTH,//36,20160625,1,6,1,6,,3,0,1,4,2,0,1,0,2,0,Mdn_Claimer,5.5,-0.5,637,5,dirt,3,ROAN ANNIE,CARRIKER ASHLEY,RIVERA L JR,0,0,123,124,2,0,-7.19,4,0,20,24,3,0,0,0,4,0,2,0,2,0,4,0,3,0,4,0,4,0,3,0,4,0,0,0,0,7
MTH,//150,20160625,1,2,5,2,,2,11.7,1,2,1,100,1,0,7,0,Mdn_Claimer,5.5,0,686,6,dirt,2,STEVENS IN TROUBLE,MAZZA JOHN F,LOPEZ PASCACIO,0,0,120,124,1,13.3,3.39,1,16.3,2.5,1.4,2,0,0,0,2,0,2,0,4,0,2,0,2,0,3,0,3,0,2,0,2,0,0,2.4,2.1,2
MTH,//50,20160625,1,4,3,3,,1,0,4,12,2,0,5,0,4,0,Mdn_Claimer,5.5,-0.5,21,6,dirt,1,SASSY SILK,THOMPSON J WILLARD,FERRER J C,0,0,118,118,5,0,-5.86,6,0,6,5.8,5,0,0,0,4,0,2,0,5,0,5,0,5,0,5,0,5,0,3,0,5,0,0,0,2.6,3
MTH,//192,20160625,2,4,5,4,c,6,0,2,7,2,0,3,0,1,0.3,Claiming,6,0.5,8,5,dirt,6,BLUEGRASS DEMON,POPOVICH JAMES A,KEISER CHELSEY,0,1,121,121,1,0,2.51,6,0,4.5,9.5,4,0,6,0,5,0,4,0,2,0,4,0,4,0,3,0,2,0,2,0,4,0,0,0,4.4,3
MTH,//500,20160625,2,5,6,5,,5,13.6,1,3,2,0,2,0,5,0,Claiming,6,0.5,15,6,dirt,5,JUST ACE,SACCO GREGORY D,GALLARDO ANTONIO A,0,1,114,121,1,0,2.8,2,0,6,12,5,0,3,0,2,0,3,0,6,0,5,0,5,0,6,0,5,0,5,0,5,0,0,9.4,5.6,2
MTH,//8,20160625,2,2,1,2,,4,0,2,5,2,0,3,0,2,0,Claiming,6,-2.5,13,2,dirt,4,UNTAMED,THOMPSON J WILLARD,BOCACHICA O,0,1,124,124,1,0,1.17,3,0,2.5,3.1,1,2.3,4,0,3,0,5,0,3,0,1,2.3,2,0,1,8.2,1,5.4,1,11.2,1,2.4,0,0,0,4
MTH,//18,20160625,2,1,2,1,,3,0,2,8,1,100,1,24.3,4,0,Claiming,6,0.5,7,1,dirt,3,BILLYPAYSTHEBILLS,SPINA CHARLES,FERRER J C,0,1,123,124,6,0,4.56,1,7.3,2,0.7,3,0,2,0,4,0,2,0,1,23,3,0,2,0,4,0,4,0,4,0,3,0,0,0,0,5
MTH,//90,20160625,2,3,3,3,c,2,0,2,3,2,0,3,0,3,0,Claiming,6,0.5,15,3,dirt,2,RASTA FRIEND,RUSSO VICTOR,RIVERA L JR,0,0,124,121,1,0,4.07,4,0,3,4.5,2,0,1,5.3,6,0,1,11.7,4,0,2,0,1,1.3,2,0,3,0,2,0,2,0,11,5.6,3.6,1
MTH,//180,20160625,2,6,4,6,,1,0,2,1,2,0,3,0,5,0,Claiming,6,-2,20,6,dirt,1,ALCARAVAN,ORSENO JOSEPH F,WORRIE ANDRE SHIVNARINE,0,2,121,121,1,0,0.27,5,0,15,33,6,0,4,0,1,51.8,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6,0,0,0,0,6
MTH,//3584,20160625,3,8,8,8,,9,0,1,1,4,0,7,0,8,0,Claiming,8.5,1.5,105,6,turf,8,GARNISHEED WAGES,FOLLETT NORMAN,GARCIA WILMER A,1,0,123,121,2,0,1.25,8,0,30,58.6,8,0,8,0,8,0,8,0,7,0,8,0,8,0,4,0,7,0,4,0,8,0,0,0,0,8
MTH,//224,20160625,3,5,4,3,c,8,0,3,12,4,0,2,0,2,0,Claiming,8.5,0.5,13,4,turf,7,GARDEN GAMES,MARROTTA PATRICK,GONZALES JONATHAN J,0,1,119,121,3,0,1.1,3,0,6,5.9,2,0,5,0,7,0,3,0,6,0,3,0,4,0,2,0,3,0,4,0,5,0,0,0,0,6
MTH,//16,20160625,3,2,1,2,,7,0,3,7,1,8,1,28.8,7,0,Claiming,8.5,0,20,2,turf,6,SCOTTISH SWEETIE,FRANGELLA JAMES JR,FERRER J C,0,0,121,121,4,0,0.23,2,0,3,3.3,2,0,3,0,3,0,1,16.4,2,0,1,1.2,2,0,3,0,1,2.5,2,0,1,0.6,0,3.2,2.8,2
MTH,//280,20160625,3,5,6,6,,6,0,2,5,4,0,7,0,3,0,Claiming,8.5,0.2,31,7,turf,1A,PEGGY O'PRADO,WARD DENNIS,MORENO ANGEL,0,2,115,115,1,30.6,-3.49,5,0,6,18.6,7,0,2,0,6,0,2,0,3,0,4,0,5,0,7,0,7,0,8,0,4,0,0,0,0,7
MTH,//420,20160625,3,7,7,7,,5,30.9,3,7,4,0,2,0,4,0,Claiming,8.5,0,20,5,turf,5,BAY DAWN,CALVO ROBERTO,BOCACHICA O,1,1,121,119,4,0,0.23,6,0,8,19.5,5,0,7,0,5,0,6,0,8,0,6,0,6,0,6,0,3,0,6,0,6,0,0,0,6.6,3
MTH,//24,20160625,3,3,3,5,,4,0,3,7,3,0,6,0,5,0,Claiming,8.5,0,20,3,turf,4,STARSHIP HOSTILITY,IWINSKI ALLEN,ALVARADO R JR,0,0,121,121,4,0,0.23,7,0,4,10.4,4,0,6,0,4,0,4,0,1,10.3,4,0,3,0,1,4.5,5,0,1,9,3,0,0,0,0,4
MTH,//240,20160625,3,4,5,4,,2,0,3,7,4,0,2,0,6,0,Claiming,8.5,0,20,4,turf,3,DADDY'S CRAZY GIRL,SACCO GREGORY D,GALLARDO ANTONIO A,0,0,121,119,4,0,0.23,4,0,5,9.1,5,0,3,0,2,0,7,0,5,0,6,0,7,0,8,0,6,0,7,0,7,0,0,0,0,5
MTH,//18,20160625,3,1,2,1,,1,0,3,6,2,0,5,0,1,3.6,Claiming,8.5,0,21,1,turf,2,TYBALT'S QUEEN,PLETCHER TODD A,LOPEZ PASCACIO,1,0,121,124,8,0,0.79,1,17.6,2.5,0.8,1,1.3,1,12,1,9,4,0,4,0,2,0,1,1.3,5,0,2,0,3,0,2,0,3.6,2.6,2.2,1
MTH,//600,20160625,4,6,7,7,,7,0,3,3,1,100,1,23.1,5,0,Mdn_Sp_Wt,5.5,-1,35,5,dirt,7,AWESOME MY WAY,ORSENO JOSEPH F,GARCIA WILMER A,0,0,117,118,1,14.3,2.89,5,0,8,26.7,5,0,0,0,3,0,4,0,5,0,5,0,5,0,5,0,5,0,3,0,5,0,0,0,0,5
MTH,//216,20160625,4,3,5,5,,6,0,1,1,2,0,6,0,3,0,Mdn_Sp_Wt,5.5,5.5,0,0,dirt,6,THE IRON BANK,SACCO GREGORY D,LOPEZ PASCACIO,0,0,0,118,6,0,50.5,6,0,4,9.2,6,0,0,0,3,0,4,0,6,0,6,0,6,0,6,0,5,0,3,0,6,0,0,0,0,7
MTH,//96,20160625,4,6,4,6,,5,36.9,7,7,2,0,2,0,7,0,Mdn_Sp_Wt,5.5,-0.5,21,5,dirt,5,LATE BREAKING NEWS,MACHIZ STACY,GALLARDO ANTONIO A,0,0,117,118,2,0,-0.3,3,0,8,10.8,4,0,0,0,1,94.2,4,0,3,0,3,0,2,0,3,0,4,0,1,9.9,3,0,0,0,0,4
MTH,//216,20160625,4,2,5,2,,4,0,2,1,2,0,6,0,3,0,Mdn_Sp_Wt,5.5,5.5,0,0,dirt,4,THOUGHT PARTNER,POMPAY TERRI,FERRER J C,0,0,0,118,6,0,50.5,6,0,3,2.1,6,0,0,0,3,0,4,0,6,0,6,0,6,0,6,0,5,0,3,0,6,0,0,0,0,6
MTH,//90,20160625,4,4,3,4,c,3,0,4,6,2,0,2,0,6,0,Mdn_Sp_Wt,5.5,-0.5,34,2,dirt,3,MONEYMAN,NAVARRO JORGE,MANGALEE N,0,0,118,118,5,0,5.21,4,0,4.5,6,2,0,0,0,2,0,2,0,4,0,2,0,4,0,2,0,2,0,2,0,2,0,0,0,3.4,3
MTH,//30,20160625,4,5,2,3,,2,0,5,7,2,0,2,0,2,0,Mdn_Sp_Wt,5.5,-0.5,21,3,dirt,2,CORNEDBEEFNCABBAGE,RYERSON JAMES T,CARMOUCHE K,0,0,117,118,2,0,-0.3,2,0,5,5.8,3,0,0,0,3,0,3,0,2,0,4,0,3,0,4,0,3,0,3,0,4,0,0,5,3,2
MTH,//3,20160625,4,1,1,1,,1,0,6,7,2,0,2,0,1,4,Mdn_Sp_Wt,5.5,-0.5,21,2,dirt,1,RACEHORSE HAYNES,DONATO ROBERT A,GONZALES JONATHAN J,0,0,117,118,2,0,-0.3,1,73.9,2.5,1.5,1,5.1,0,0,3,0,1,40,1,35.5,1,5.1,1,10.1,1,5.1,1,5.1,3,0,1,7,5,3.2,2.6,1
MTH,//36,20160625,5,1,3,1,,6,0,2,12,4,0,5,0,1,2.1,Allowance,5.5,11,21,3,turf,6,SNOWDAY,THOMPSON J WILLARD,LOPEZ PASCACIO,0,0,120,120,3,0,-1.28,3,0,2.5,1.1,2,0,4,0,2,0,4,0,2,0,1,5.3,2,0,2,0,2,0,2,0,1,3.3,4.2,2.8,2.2,1
MTH,//80,20160625,5,4,4,4,,5,0,4,11,2,0,3,0,4,0,Allowance,5.5,0.5,22,1,turf,5,CREAKY CRICKET,DINI MIKE,FERRER J C,1,0,119,120,5,0,5.99,5,0,4.5,7.7,4,0,3,0,4,0,5,0,3,0,5,0,4,0,5,0,3,0,5,0,5,0,0,0,3.2,3
MTH,//8,20160625,5,2,1,2,,4,24.1,1,2,4,0,2,0,3,0,Allowance,5.5,-0.5,281,8,turf,4,SLEEPING GIANT,DUTROW ANTHONY W,BRAVO J,2,0,121,120,1,18.7,-3.94,1,3.4,3,2.2,2,0,2,0,5,0,1,0,1,3.9,3,0,1,3.4,3,0,4,0,3,0,2,0,0,3,2.6,2
MTH,//500,20160625,5,5,5,5,,2,0,3,9,3,0,4,0,2,0,Allowance,5.5,-2.5,37,10,turf,2,DARK ROAST,CASH RUSSELL J,USKE S,2,0,120,120,2,0,-0.26,4,0,10,15.7,5,0,4,0,3,0,3,0,4,0,4,0,5,0,4,0,4,0,3,0,4,0,0,0,0,4
MTH,//8,20160625,5,2,1,3,,1,0,4,12,1,30,1,2.7,5,0,Allowance,5.5,11,21,2,turf,1,PARTYALLNIGHTLONG,BROOME E THOMAS,GONZALES JONATHAN J,0,1,120,120,3,0,-1.28,2,0,3,3,1,1.1,1,12.1,1,27.8,1,0,5,0,2,0,2,0,1,7.7,1,5.9,1,5.9,3,0,0,0,0,5
MTH,//10,20160625,6,3,2,4,,7,0,5,10,2,0,1,6.3,4,0,Allowance,8.3,0.3,8,2,dirt,6,RIDE RIDE RIDE,TAMMARO JOHN J III,FERRER J C,0,0,119,120,5,0,0.7,6,0,4,10.8,2,0,6,0,4,0,6,0,4,0,3,0,3,0,6,0,5,0,4,0,3,0,0,0,0,6
MTH,//300,20160625,6,4,5,5,,6,9.3,5,11,3,0,2,0,6,0,Allowance,8.3,0.3,7,9,dirt,5,CHEDDAR CHUB,FRANGELLA JAMES JR,BOCACHICA O,0,0,117,120,1,14.7,-0.79,4,0,5,15.2,5,0,5,0,3,0,3,0,5,0,6,0,5,0,4,0,6,0,5,0,5,0,0,0,0,4
MTH,//4,20160625,6,1,1,1,,5,0,3,5,1,27.5,2,0,2,0,Allowance,8.3,0.3,21,3,dirt,1A,JERSEY BLUES,MAZZA JOHN F,LOPEZ PASCACIO,0,0,120,120,4,0,-6.18,3,0,0.8,0.1,1,8,1,0,6,0,1,0,1,9.6,1,2.2,1,7,2,0,2,0,6,0,1,6.2,2.2,2.2,2.1,1
MTH,//540,20160625,6,6,6,3,,4,0,2,5,3,0,2,0,4,0,Allowance,8.3,2.3,21,8,dirt,4,ACINI DI PEPE,MCBURNEY PATRICK B,GALLARDO ANTONIO A,0,0,120,120,2,0,-0.48,1,0.4,12,6.9,6,0,3,0,2,0,4,0,6,0,5,0,6,0,1,2.2,1,3.3,1,2.2,6,0,0,0,3.2,3
MTH,//144,20160625,6,1,3,1,,3,0,3,5,3,0,2,0,2,0,Allowance,8.3,2.3,21,5,dirt,1,NO MORE MUSIC,MAZZA JOHN F,BRAVO J,0,0,120,120,2,0,-0.48,2,0,0.8,0.1,3,0,1,0,1,14.4,1,0,2,0,2,0,2,0,4,0,4,0,3,0,2,0,2.2,2.2,2.1,2
MTH,//216,20160625,6,5,4,6,c,2,0,1,1,3,0,2,0,1,3.1,Allowance,8.3,0,41,4,dirt,3,WISE CHILD,SCOTT JOAN,KAY WINSTON R,0,2,121,110,6,0,5.67,5,0,8,18.8,4,0,4,0,5,0,5,0,3,0,4,0,4,0,3,0,2,0,2,0,4,0,0,0,0,5
MTH,//6,20160625,7,1,1,2,,14,0,4,6,3,0,1,0,2,0,Claiming,6,0,20,3,dirt,14,CONGRATS KID,ASMUSSEN STEVEN M,LOPEZ PASCACIO,0,0,119,117,2,0,-5.09,2,0,2.5,2.3,1,1.4,5,0,2,0,2,0,1,0,2,0,1,3.9,8,0,12,0,6,0,1,0,6.6,4.2,3.4,1
MTH,//1452,20160625,7,11,9,6,,12,8.1,4,3,3,0,5,0,10,0,Claiming,6,0.5,22,8,dirt,12,MEEFMAN,SEREY JUAN,ZAYAS JONATHAN,0,0,114,115,1,44,-5.49,5,0,20,23,11,0,3,0,12,0,10,0,8,0,11,0,11,0,9,0,11,0,12,0,11,0,0,0,0,11
MTH,//6336,20160625,7,12,12,9,,11,0,4,14,3,0,5,0,11,0,Claiming,6,0.5,8,7,dirt,11,LITTLE TOM,KELLY TIMOTHY J,KAY WINSTON R,0,1,111,109,8,0,-2.32,11,0,30,48.7,12,0,8,0,11,0,9,0,12,0,12,0,12,0,3,0,4,0,8,0,12,0,0,0,0,12
MTH,//5280,20160625,7,9,11,11,,10,0,1,1,3,0,5,0,3,0,Claiming,6,0,41,6,dirt,10,SPEED RUNNING WILD,BERRIOS MANUEL,MAYSONETT F,0,0,121,121,9,0,1.26,8,0,15,70.1,10,0,7,0,7,0,5,0,6,0,7,0,6,0,6,0,3,0,4,0,6,0,0,0,0,4
MTH,//720,20160625,7,6,5,7,,9,0,4,11,2,0,4,0,8,0,Claiming,6,-2.5,13,6,dirt,9,SOCIAL REBELLION,CASH RUSSELL J,USKE S,0,0,119,121,4,0,-4.91,4,0,8,36.2,3,0,10,0,8,0,12,0,11,0,4,0,7,0,2,0,7,0,2,0,8,0,0,0,0,6
MTH,//735,20160625,7,8,7,10,,7,0,4,7,3,0,5,0,1,0.7,Claiming,6,0,14,3,dirt,7,GOOSE BAY,CARLESIMO CHARLES JR,MANGALEE N,0,0,119,121,3,0,-2.11,7,0,12,54.4,7,0,12,0,6,0,3,0,5,0,9,0,5,0,5,0,2,0,3,0,9,0,0,0,0,10
MTH,//420,20160625,7,7,4,8,,6,0,4,11,3,0,5,0,12,0,Claiming,6,0.5,13,1,dirt,6,FULL PADS,THOMPSON J WILLARD,FERRER J C,0,0,124,124,12,0,11.1,12,0,10,37.8,7,0,8,0,10,0,8,0,4,0,8,0,7,0,12,0,9,0,11,0,7,0,0,0,0,8
MTH,//216,20160625,7,3,3,4,,5,0,4,7,3,0,1,0,6,0,Claiming,6,0,14,3,dirt,5,WHO IS THE GIANT,SCOTT PHILLIP,CARMOUCHE K,1,1,121,121,5,0,-1.3,8,0,3.5,6.3,3,0,6,0,4,0,11,0,9,0,4,0,3,0,10,0,5,0,7,0,3,0,0,0,0,5
MTH,//2016,20160625,7,9,10,12,,4,0,4,7,3,0,5,0,9,0,Claiming,6,0,14,5,dirt,4,CAMPION LANE,RUSSO VICTOR,RIVERA L JR,0,0,109,121,5,0,-1.3,6,0,15,84,6,0,10,0,9,0,5,0,7,0,10,0,9,0,3,0,7,0,10,0,10,0,0,0,26.6,3
MTH,//72,20160625,7,2,2,1,c,3,0,4,4,3,0,5,0,3,0,Claiming,6,0,21,2,dirt,3,BULLY PROOF,CROOK-DEMASI KATHLEE,LOPEZ PASCACIO,0,0,121,121,9,0,-1.23,1,33.6,3,1.5,2,0,1,15,1,24.1,1,6.7,1,0,1,4.8,2,0,1,2.2,1,9.9,1,2.2,1,0,0,0,0,7
MTH,//729,20160625,7,4,6,3,,2,0,1,4,1,75,3,0,7,0,Claiming,6,0,21,3,dirt,2,HERE'S SPARTACUS,ARROYO ENRIQUE,BOCACHICA O,1,1,121,121,9,0,-1.23,3,0,4,5.8,3,0,3,0,5,0,7,0,10,0,4,0,10,0,6,0,5,0,4,0,5,0,0,5.8,4.2,2
MTH,//1008,20160625,7,5,8,5,,1,0,3,7,3,0,5,0,3,0,Claiming,6,0,14,6,dirt,1,SEVENTYSEVENWILOW,MINIERI JOSEPH,KEISER CHELSEY,0,0,121,121,5,0,-1.3,10,0,6,11.7,7,0,2,0,3,0,4,0,3,0,3,0,4,0,11,0,10,0,9,0,4,0,0,0,0,9
MTH,//450,20160625,8,8,6,8,,10,0,3,8,4,0,7,0,9,0,Mdn_Claimer,8.5,0.5,28,2,turf,10,GIRINE,THOMPSON J WILLARD,FERRER J C,0,0,118,116,9,0,4.05,5,0,10,18.3,5,0,0,0,7,0,3,0,6,0,8,0,9,0,8,0,6,0,7,0,8,0,0,0,0,8
MTH,//420,20160625,8,6,5,6,,9,0,8,10,4,0,7,0,1,0,Mdn_Claimer,8.5,0,21,6,turf,9,ANIMAL TRICK,O'CONNELL KATHLEEN,ALVARADO R JR,1,1,118,116,7,0,-1.89,10,0,8,14.9,2,0,0,0,4,0,7,0,9,0,5,0,6,0,5,0,2,0,2,0,7,0,0,0,0,9
MTH,//15,20160625,8,3,1,2,,8,0,5,10,4,0,4,0,1,0,Mdn_Claimer,8.5,0,21,4,turf,8,SANAD,BROOME E THOMAS,GALLARDO ANTONIO A,0,2,122,122,7,0,-1.89,2,0,4,3.6,1,1.3,0,0,2,0,1,25,1,22.7,1,1.2,1,5.1,2,0,1,1.3,1,4.9,1,3.1,9.2,3.6,2.8,1
MTH,//224,20160625,8,4,3,4,,7,0,5,8,1,46,2,0,3,0,Mdn_Claimer,8.5,0.2,28,5,turf,7,BUON GUSTO,BREEN KELLY J,COTTO P L JR,0,0,117,118,1,0,-5.28,1,28.6,6,7.9,7,0,0,0,7,0,3,0,5,0,2,0,3,0,1,6.7,8,0,7,0,2,0,0,0,0,4
MTH,//42,20160625,8,1,2,1,,6,0,2,6,2,0,1,0.3,4,0,Mdn_Claimer,8.5,0,42,2,turf,6,MY BUCKY'S BOY,PLESA EDWARD JR,LOPEZ PASCACIO,1,0,118,118,5,0,-0.86,4,0,3,1.2,3,0,0,0,1,78.1,3,0,2,0,4,0,2,0,4,0,3,0,3,0,3,0,0,2.8,2.4,2
MTH,//864,20160625,8,9,8,9,,5,0,8,12,4,0,7,0,8,0,Mdn_Claimer,8.5,0,15,9,turf,5,LOOKING AT U KID,FRANGELLA JAMES JR,GARCIA WILMER A,0,0,117,118,1,0,-4.85,6,0,20,44.5,8,0,0,0,4,0,2,0,7,0,9,0,7,0,9,0,7,0,6,0,9,0,0,0,0,7
MTH,//240,20160625,8,6,4,5,,4,0,8,12,4,0,4,0,6,0,Mdn_Claimer,8.5,0,15,8,turf,4,SNOWFLY,RYERSON JAMES T,CARMOUCHE K,0,0,117,118,1,0,-4.85,3,0,8,14.7,5,0,0,0,3,0,3,0,4,0,6,0,4,0,6,0,4,0,4,0,4,0,0,0,4.4,3
MTH,//560,20160625,8,4,7,7,,3,0,4,6,4,0,7,0,7,0,Mdn_Claimer,8.5,0,42,5,turf,3,LOOKIN UP,HILLS TIMOTHY A,LEBRON VICTOR,0,0,118,118,5,0,-0.86,8,0,6,16,4,0,0,0,4,0,7,0,3,0,7,0,5,0,7,0,5,0,5,0,4,0,0,0,0,5
MTH,//3240,20160625,8,2,10,3,,2,0,1,1,3,0,3,0,5,0,Mdn_Claimer,8.5,15,456,9,turf,2,GO TRUMPY GO,NAVARRO JORGE,GONZALES JONATHAN J,2,2,116,124,4,0,-3.68,9,0,3.5,4.9,10,0,0,0,7,0,7,0,8,0,3,0,8,0,3,0,8,0,7,0,6,0,0,0,0,6
MTH,//2160,20160625,8,10,9,10,,1,0,5,14,4,0,4,0,10,0,Mdn_Claimer,8.5,3,13,6,turf,1,LITTLE FRANKIE L,NUNN DOUGLAS,BOCACHICA O,0,0,118,118,10,0,10.58,7,0,30,61.1,9,0,0,0,7,0,7,0,10,0,10,0,10,0,10,0,8,0,7,0,10,0,0,0,0,10
MTH,//8,20160625,9,2,1,2,c,9,0,7,11,1,25.4,1,4.3,3,0,Allowance,8.3,0.3,21,1,dirt,9,I'M STEPPIN' IT UP,NESS JAMIE,GALLARDO ANTONIO A,1,0,120,124,6,0,-2.38,4,0,3.5,3.6,1,3.3,5,0,3,0,4,0,2,0,2,0,1,1.1,1,2,1,0,1,0,2,0,0,0,0,4
