track,score,date,race,ml odds rank,score rank,odds rank,claimed last rank,post position,last 3 purse adv,distance worked rank,days since last race rank,trainer jock combo rank,trainer jock combo adv,trainer jock roi rank,trainer jock roi adv,avg turn time rank,avg turn time adv,current race type,distance,distance difference,days since last race,last finish,surface,program number,horse name,trainer,jockey,impr decl finish,imprv decl speed,weight last race,weight,last purse rank,last purse adv,class difference,lifetime earnings rank,lifetime earnings adv,ml odds current race,off odds current race,speed last race rank,speed last race adv,win % rank,win % adv,avg earnings distance rank,avg earnings distance adv,in the money rank,in the money adv,horses beaten rank,horses beaten adv,best speed last 3 rank,best speed last 3 adv,avg speed last 3 rank,avg speed last 3 adv,best lifetime speed rank,best lifetime speed adv,best speed track rank,best speed track adv,best speed distance rank,best speed distance adv,avg 2 of 3 speed rank,avg 2 of 3 speed adv,win payoff,place payoff,show payoff,finish position
MTH,//12,20160807,8,3,1,2,,1,0,7,11,2,0,1,0,4,0,Mdn_Sp_Wt,6,0,21,2,dirt,1,BRITISH BULLDOG,FRANGELLA JAMES JR,GALLARDO ANTONIO A,0,0,117,118,2,0,-2.88,1,8.6,3.5,2.1,1,9.3,0,0,1,68.1,2,0,1,6,1,7,1,2.6,1,7,1,7,1,12.8,1,8.4,0,3,2.4,2
MTH,//12,20160807,9,5,2,3,,3,0,1,8,4,0,4,0,1,22.6,Non-Graded_Stk,5.5,-0.5,34,1,turf,3,ARDMORE BAY,MORLEY THOMAS,LEBRON VICTOR,0,0,119,118,3,0,7.27,1,20.2,8,3.1,6,0,1,0,2,0,1,0,1,0,6,0,5,0,6,0,0,0,2,0,6,0,8.2,4.2,3.2,1
MTH,//216,20160807,9,6,5,6,,1,0,3,6,4,0,6,0,3,0,Non-Graded_Stk,5.5,0.5,50,2,turf,1,EXCLUSIVE PACKAGE,RYAN DEREK S,GONZALES JONATHAN J,0,0,119,116,5,0,43.66,6,0,10,15.7,3,0,6,0,2,0,1,0,4,0,5,0,4,0,5,0,0,0,2,0,4,0,0,0,0,4
MTH,//9,20160805,2,2,1,2,,1,0,1,3,4,0,4,0,1,2.1,Allowance,8.5,0.2,27,2,dirt,1,STEVE CAME THRU,O'CONNELL KATHLEEN,GALLARDO ANTONIO A,0,0,120,121,4,0,0.89,5,0,2.5,1.6,1,3.3,4,0,6,0,2,0,1,0,1,3.3,1,5.9,4,0,5,0,4,0,1,1.2,0,3.4,2.6,2
MTH,//70,20160805,3,4,3,5,,1,0,6,11,1,0,4,0,4,0,Claiming,8,-0.3,14,1,dirt,1,GHOSTCATCHER,FRIEDMAN MITCHELL,FRAGOSO P,0,0,119,116,7,0,6.5,5,0,6,10,2,0,4,0,3,0,5,0,6,0,4,0,5,0,4,0,3,0,4,0,5,0,0,0,4.4,3
MTH,//1792,20160805,4,8,8,8,,6,0,5,7,6,0,6,0,5,0,Claiming,8,13.5,20,9,turf,6,TARA K,FOLLETT NORMAN,KAY WINSTON R,0,0,119,110,2,0,-1.9,8,0,30,75.1,8,0,7,0,5,0,8,0,7,0,8,0,8,0,8,0,6,0,5,0,8,0,0,0,0,8
MTH,//392,20160805,4,5,6,6,,5,16.6,2,6,6,0,6,0,4,0,Claiming,8,-0.3,26,5,turf,5,FAIRBANKS E JET,WILSON TONY,LEBRON VICTOR,0,0,120,119,1,66.6,-5.2,4,0,10,16.8,7,0,4,0,5,0,6,0,3,0,1,3.6,6,0,1,1.2,7,0,5,0,5,0,0,0,0,6
MTH,//7,20160805,4,4,1,4,,4,0,3,5,5,0,5,0,2,0,Claiming,8,-0.5,32,1,turf,1,POSTINO'S IDOL,EINHORN SKIP,GARCIA WILMER A,0,0,119,117,7,0,4.75,6,0,5,7.6,1,2.6,4,0,3,0,6,0,2,0,3,0,4,0,5,0,1,1.3,3,0,4,0,0,0,0,4
MTH,//64,20160805,4,1,3,1,,3,0,5,9,2,0,3,0,3,0,Claiming,8,-0.5,19,3,turf,4,WICKED ONE,NESS JAMIE,GALLARDO ANTONIO A,0,0,120,117,2,0,-2.56,1,12.7,2,1.8,4,0,2,0,2,0,1,21.9,1,2,3,0,1,1.4,2,0,7,0,1,1.3,1,0,0,3,2.2,2
MTH,//1008,20160805,5,7,7,7,,2,0,3,3,2,0,2,0,2,0,Claiming,5.5,-0.5,19,9,dirt,2,NIIGANI COYOTE,ARMSTRONG HORACE W,ZAYAS JONATHAN,0,0,121,117,2,0,2.28,7,0,30,85.6,7,0,7,0,5,0,5,0,7,0,7,0,7,0,7,0,7,0,6,0,7,0,0,0,0,7
MTH,//144,20160805,7,7,5,7,,1,0,5,11,3,0,6,0,4,0,Allowance,8,0,19,3,turf,1,GOLDEN RIVET,FARRO PATRICIA,BOCACHICA O,0,0,121,120,7,0,1.71,6,0,10,15.8,2,0,2,0,3,0,3,0,3,0,1,3.2,1,1.1,1,0,6,0,1,0,1,2.7,0,0,0,8
MTH,//1225,20160805,9,5,7,6,,1,0,1,7,5,0,2,0,4,0,Mdn_Claimer,8.5,0.5,21,7,turf,1,DAME AMOUR,PIERCE JOSEPH H JR,KAY WINSTON R,2,2,119,112,5,0,0.25,5,0,15,58.1,7,0,0,0,6,0,5,0,6,0,5,0,5,0,5,0,6,0,6,0,5,0,0,0,0,8
MTH,//343,20160806,2,5,5,4,,1,0,2,1,2,0,1,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,2,SLEW IS DUE,MARGOTTA ANTHONY JR,WORRIE ANDRE SHIVNARINE,0,0,0,119,7,0,38.32,7,0,6,5,7,0,0,0,6,0,5,0,7,0,7,0,7,0,7,0,7,0,6,0,7,0,0,0,5,3
MTH,//256,20160806,5,7,7,7,,2,0,5,11,3,0,6,0,1,20.8,Claiming,5.5,-3,14,8,turf,2,ONE HELLUVA RIDE,CALVO ROBERTO,FERNANDEZ MARIO E,0,0,119,119,3,0,-2.83,8,0,20,61,4,0,8,0,6,0,8,0,7,0,5,0,5,0,5,0,6,0,5,0,6,0,0,0,0,7
MTH,//120,20160806,5,4,2,4,,1,29.4,7,8,3,0,3,0,2,0,Claiming,5.5,-1.5,22,5,turf,1,MANOFMANYVIRTUES,ALEXANDER BRUCE F,GALLARDO ANTONIO A,0,0,120,119,1,53.2,-9.32,1,4.2,4,4.4,6,0,4,0,7,0,7,0,5,0,6,0,4,0,1,1.1,7,0,1,1.1,4,0,0,0,0,4
MTH,//3630,20160806,6,11,10,9,,8,4.7,5,11,5,0,8,0,11,0,Claiming,5.5,-0.5,14,8,dirt,8,VINNIE'S MONSTER,SEREY JUAN,ZAYAS JONATHAN,0,2,118,117,4,0,-4.27,1,37.7,30,58.3,11,0,1,30,4,0,3,0,8,0,1,0,11,0,2,0,2,0,2,0,11,0,0,0,0,10
MTH,//84,20160806,6,5,1,6,,6,0,5,5,5,0,8,0,8,0,Claiming,5.5,0,27,2,dirt,6,SPEED RUNNING WILD,BERRIOS MANUEL,MAYSONETT F,1,1,121,119,6,0,-2.05,7,0,8,11.3,2,0,9,0,8,0,8,0,2,0,4,0,5,0,5,0,3,0,7,0,5,0,0,0,0,6
MTH,//1008,20160806,6,4,8,4,c,5,0,2,4,5,0,3,0,6,0,Claiming,5.5,-0.5,42,5,dirt,5,WHO IS THE GIANT,MARAGH COLLIN,LEBRON VICTOR,0,0,121,119,6,0,-2.26,8,0,6,6.7,7,0,8,0,10,0,10,0,9,0,6,0,3,0,7,0,8,0,10,0,3,0,0,0,3.8,3
MTH,//144,20160806,6,1,3,2,,3,0,5,11,4,0,7,0,4,0,Claiming,5.5,-0.5,14,5,dirt,3,SILVERADO STAR,PLESA EDWARD JR,BOCACHICA O,2,0,117,117,4,0,-4.27,5,0,3.5,3.3,8,0,3,0,3,0,5,0,1,5.3,1,0,1,0,9,0,5,0,6,0,1,2,0,0,0,8
MTH,//8100,20160806,6,10,11,11,,2,0,5,7,5,0,3,0,10,0,Claiming,5.5,-0.5,21,8,dirt,2,CAJUN COLONEL,DINI MIKE,WORRIE ANDRE SHIVNARINE,2,0,117,117,6,0,1.6,11,0,15,122.6,9,0,5,0,9,0,10,0,7,0,10,0,10,0,11,0,7,0,9,0,9,0,0,0,0,7
MTH,//450,20160806,6,2,7,1,c,1,0,4,7,5,0,8,0,2,0,Claiming,5.5,-0.5,21,4,dirt,1,BIG TALKIN,FARRO PATRICIA,LOPEZ PASCACIO,2,2,120,117,6,0,1.6,6,0,4,2,5,0,3,0,5,0,5,0,5,0,7,0,1,0,6,0,10,0,2,0,3,0,0,3.6,3,2
MTH,//12,20160806,7,1,2,3,,4,0,1,5,1,9.1,5,0,4,0,Allowance,5.5,0,27,2,turf,4,LOYA,THOMPSON J WILLARD,LOPEZ PASCACIO,0,0,120,120,3,0,-1.53,5,0,2.5,2.7,2,0,5,0,4,0,5,0,2,0,5,0,2,0,3,0,3,0,5,0,3,0,7.4,4,3.2,1
MTH,//5,20160806,7,3,1,4,,3,0,3,10,3,0,4,0,6,0,Allowance,5.5,0.5,12,1,turf,3,WOLFIE,SACCO GREGORY D,FERRER J C,0,1,120,118,6,0,5.11,2,0,3.5,5.8,1,2.4,1,36.4,3,0,1,5.4,4,0,4,0,6,0,6,0,4,0,4,0,5,0,0,0,0,6
MTH,//480,20160806,7,3,6,5,,2,0,2,2,4,0,2,0,5,0,Allowance,5.5,0.5,49,4,turf,2,OFFICER BUNS,ALLEN A FERRIS III,LEBRON VICTOR,0,2,120,120,4,0,0.06,3,0,3.5,5.9,6,0,6,0,2,0,4,0,6,0,6,0,4,0,1,1.1,5,0,1,1.1,6,0,0,5,4,2
MTH,//96,20160806,7,6,4,6,,1,1.6,3,6,4,0,6,0,1,4.7,Allowance,5.5,-1.5,23,3,turf,1,HARLANS BELLE,SEREY JUAN,ZAYAS JONATHAN,0,0,120,120,2,0,-1.32,1,29.4,12,24.6,2,0,2,0,6,0,2,0,5,0,2,0,2,0,5,0,5,0,6,0,2,0,0,0,5.4,3
MTH,//16,20160806,10,2,1,3,,5,32.9,5,10,2,0,1,0,2,0,Non-Graded_Stk,5.5,-0.5,15,3,turf,5,HARLANDS THUNDER,MOTT WILLIAM I,JUAREZ NIK,0,0,119,117,1,7.1,5.95,3,0,3.5,4.4,1,1.2,3,0,3,0,2,0,4,0,1,4.6,1,0,1,4.6,0,0,3,0,1,3.5,0,0,2.1,3
MTH,//80,20160806,10,4,4,4,,3,0,1,1,2,0,1,0,1,0,Non-Graded_Stk,5.5,5.5,0,0,turf,3,RED BROOK ROAD,MACHIZ STACY,REMEDIO M,0,0,0,115,5,0,52.97,5,0,15,33.2,4,0,5,0,3,0,5,0,5,0,5,0,5,0,5,0,0,0,3,0,5,0,0,0,0,5
MTH,//16,20160806,10,3,1,2,,2,0,3,5,1,100,4,0,3,0,Non-Graded_Stk,5.5,-0.5,34,1,turf,2,IRON MIZZ,PLETCHER TODD A,LEBRON VICTOR,0,0,119,117,3,0,15.32,1,4.1,4,2.1,2,0,2,0,2,0,4,0,2,0,2,0,3,0,2,0,0,0,2,0,3,0,0,2.4,2.1,2
MTH,//168,20160806,11,5,4,5,,1,0,0,2,0,0,4,0,1,3,Claiming,8.3,2.3,29,7,dirt,1,CALLMEWHACHUWANT,HARVATT CHARLES R,MAYSONETT F,0,0,121,124,3,0,-5.43,6,0,10,15.1,4,0,5,0,4,0,6,0,7,0,3,0,2,0,2,0,3,0,4,0,2,0,0,9.4,6,2
MTH,//2,20160807,10,1,1,2,,8,0,0,9,3,0,3,0,2,0,Claiming,8.3,0,20,3,dirt,7,SUPAH JALENE,FARRO PATRICIA,LOPEZ PASCACIO,2,0,122,121,1,26.2,-5.73,2,0,1.4,1.4,1,0,3,0,2,0,3,0,1,17.6,1,0,1,4.2,2,0,1,15.9,2,0,1,3.4,0,2.4,2.1,2
MTH,//108,20160807,10,3,3,3,,6,0,0,4,3,0,3,0,3,0,Claiming,8.3,0,25,5,dirt,5,PLAY IT FORWARD,BROWN HOWARD R JR,BOCACHICA O,2,2,119,121,6,0,-0.86,4,0,4,4.4,3,0,2,0,3,0,1,13.3,2,0,1,0,3,0,5,0,6,0,3,0,3,0,0,0,0,5
MTH,//10,20160807,10,2,2,1,c,5,7.7,0,6,1,75,2,0,5,0,Claiming,8.3,0,23,1,dirt,4,LOTSA NOODLES,MARAGH COLLIN,FERRER J C,0,0,124,124,3,0,0.38,1,42.3,2,0.9,1,0,1,31.8,1,27.1,4,0,3,0,3,0,2,0,1,4.3,3,0,1,4.3,2,0,3.8,2.4,2.1,1
MTH,//625,20160807,10,6,6,5,,4,0,0,6,3,0,3,0,4,0,Claiming,8.3,0,23,7,dirt,1A,DON'T PANIC,CAPTAN BASSAM,AYALA ADDIEL J,0,2,124,111,3,0,0.38,5,0,20,30.4,5,0,5,0,6,0,5,0,6,0,5,0,5,0,3,0,4,0,4,0,5,0,0,0,0,6
MTH,//162,20160807,10,4,4,4,,3,0,0,8,2,0,1,26.5,6,0,Claiming,8.3,2.3,21,5,dirt,3,BEBES PASSION,SALEEM GORDON,KAY WINSTON R,0,0,111,114,3,0,-0.93,6,0,12,25.6,3,0,6,0,4,0,6,0,5,0,6,0,6,0,6,0,5,0,6,0,5,0,0,0,2.8,3
MTH,//288,20160807,10,5,5,6,,1,0,0,11,3,0,3,0,1,1.6,Claiming,8.3,2.8,14,8,dirt,2,ALICE AND TRIXIE,GRANVILLE PEDRO,HOLQUIN R R,0,0,119,121,2,0,-4.21,3,0,15,32.8,6,0,4,0,5,0,2,0,4,0,4,0,4,0,4,0,2,0,5,0,4,0,0,0,0,4
MTH,//320,20160812,1,5,5,6,,7,0,1,4,1,0,4,0,4,0,Mdn_Claimer,8,-0.3,21,3,dirt,7,PLATINUM SENSATION,WILSON TONY,BOCACHICA O,0,0,119,119,4,0,1.53,5,0,8,32.2,4,0,0,0,2,0,1,0,1,13.4,4,0,3,0,6,0,5,0,2,0,4,0,0,0,4.6,3
MTH,//3,20160812,1,1,1,1,,6,0,4,1,4,0,5,0,2,0,Mdn_Claimer,8,2,27,2,dirt,6,SAINT BERNADINE,CARVAJAL LUIS JR,GALLARDO ANTONIO A,0,0,119,119,3,0,0.61,4,0,1.5,0.4,1,1.4,0,0,2,0,1,0,5,0,1,14.6,1,7.5,1,13.4,1,13.4,2,0,1,10.5,2.8,2.4,2.1,1
MTH,//100,20160812,1,3,4,3,,4,14.1,4,6,4,0,2,0,5,0,Mdn_Claimer,8,0,19,4,dirt,4,KATHYWITHAK,SEREY MARIO JR,PENNINGTON F,0,0,119,119,1,25,-1.62,2,0,5,7.3,5,0,0,0,1,100,5,0,3,0,3,0,4,0,5,0,6,0,1,100,3,0,0,0,0,4
MTH,//30,20160812,1,2,3,2,,3,0,3,4,1,0,1,14.1,3,0,Mdn_Claimer,8,-0.3,21,2,dirt,3,PRANZARE,GULYAS PETER,USKE S,0,0,119,119,4,0,1.53,3,0,2.5,2.4,2,0,0,0,2,0,6,0,4,0,2,0,2,0,3,0,3,0,2,0,2,0,0,0,0,5
MTH,//5,20160812,2,2,1,3,,6,0,2,5,2,0,3,0,3,0,Claiming,5.5,0,19,1,dirt,6,GEMONADE,EINHORN SKIP,FERRER J C,1,1,124,124,5,0,5.49,4,0,2.5,2.6,1,6.8,3,0,1,75.3,1,6,1,11.8,2,0,2,0,4,0,2,0,1,6.8,2,0,0,3.6,2.2,2
MTH,//24,20160812,2,4,2,5,,5,0,2,6,3,0,2,0,5,0,Claiming,5.5,-0.5,12,1,dirt,5,ICE BLUE VISION,ESTRADA EBERD,RIVERA EDWIN,0,0,112,120,2,0,3.92,3,0,4,13.5,3,0,3,0,2,0,2,0,2,0,5,0,4,0,5,0,4,0,4,0,5,0,0,0,0,4
MTH,//15,20160812,3,3,2,3,,9,0,7,4,2,0,6,0,4,0,Mdn_Claimer,8.5,0,48,3,turf,9,SNOWFLY,RYERSON JAMES T,LEBRON VICTOR,1,1,118,119,2,0,0.9,3,0,4,4.6,1,14.6,0,0,2,0,2,0,4,0,2,0,2,0,2,0,1,6.1,2,0,3,0,0,0,0,5
MTH,//128,20160812,3,2,4,2,,8,0,7,9,1,100,1,7.7,1,1,Mdn_Claimer,8.5,0.5,27,4,turf,8,PADDY O'WAGON,CIBELLI JANE,JUAREZ NIK,0,0,119,119,3,0,0.64,1,58.7,3,2.6,4,0,0,0,4,0,1,34,1,5.7,1,3.5,1,1.3,1,3.5,5,0,1,3.5,1,8.9,7.2,3.8,3,1
MTH,//3024,20160812,3,9,9,8,,7,0,1,1,2,0,2,0,7,0,Mdn_Claimer,8.5,0,198,8,turf,7,PERFECT HARMONY,VUYOSEVICH JEANNE,USKE S,0,0,123,121,9,0,4.26,8,0,30,91,7,0,0,0,5,0,7,0,8,0,8,0,7,0,8,0,7,0,8,0,7,0,0,0,0,6
MTH,//504,20160812,3,5,6,5,,6,0,4,13,2,0,6,0,9,0,Mdn_Claimer,8.5,0.2,18,2,turf,6,THE IRON BANK,SACCO GREGORY D,GONZALES JONATHAN J,1,0,134,117,6,0,4.39,2,0,8,13.5,9,0,0,0,1,62.9,2,0,5,0,7,0,7,0,9,0,8,0,9,0,7,0,0,0,0,7
MTH,//1344,20160812,3,8,8,9,,5,0,3,7,2,0,6,0,8,0,Mdn_Claimer,8.5,0,28,7,turf,5,DUE TIME,FOGLIA ANTHONY M,KAY WINSTON R,0,0,122,114,7,0,5.05,6,0,20,99.2,8,0,0,0,3,0,6,0,6,0,9,0,7,0,7,0,6,0,7,0,9,0,0,0,0,9
MTH,//12,20160812,3,4,1,4,,4,0,6,9,2,0,2,0,3,0,Mdn_Claimer,8.5,0.5,27,2,turf,4,LOOKIN UP,HILLS TIMOTHY A,PENNINGTON F,0,0,119,119,3,0,0.64,4,0,5,5.5,3,0,0,0,7,0,5,0,2,0,5,0,4,0,6,0,3,0,6,0,4,0,0,5.4,3.8,2
MTH,//1200,20160812,3,7,7,7,,3,0,7,7,2,0,2,0,5,0,Mdn_Claimer,8.5,0,28,5,turf,3,CHARLIE HAS HEART,PIMENTAL JOHN I,FERRER J C,0,0,124,121,7,0,5.05,5,0,15,26.6,6,0,0,0,6,0,4,0,3,0,6,0,5,0,3,0,4,0,3,0,6,0,0,0,0,8
MTH,//96,20160812,3,1,3,1,,2,61.9,2,6,2,0,6,0,2,0,Mdn_Claimer,8.5,-1.5,34,8,turf,2,HOUSE OF BOURBON,TERRANOVA JOHN P II,GALLARDO ANTONIO A,0,0,118,119,1,75.9,-9.28,7,0,2.5,1.3,2,0,0,0,9,0,7,0,9,0,3,0,3,0,4,0,8,0,5,0,2,0,0,0,0,4
MTH,//420,20160812,3,5,5,6,,1,0,4,9,2,0,2,0,6,0,Mdn_Claimer,8.5,0.5,27,6,turf,1,ANIMAL TRICK,O'CONNELL KATHLEEN,MANGALEE N,0,0,117,119,3,0,0.64,9,0,8,20.4,5,0,0,0,7,0,7,0,7,0,4,0,5,0,5,0,2,0,4,0,5,0,0,0,7.4,3
MTH,//3,20160812,4,2,1,1,,7,0,2,9,3,0,2,0,1,2.6,Claiming,5.5,-0.5,39,1,dirt,7,FIRST DANCE,POTTS WAYNE,AMISS D,0,1,115,117,3,0,-1.61,2,0,2,1.1,1,8.1,2,0,1,8.5,1,0,1,21,1,8.1,1,8.7,1,3.5,5,0,1,20.5,1,13,0,0,2.1,3
MTH,//240,20160812,4,4,5,5,,6,0,3,13,3,0,5,0,5,0,Claiming,5.5,0,18,2,dirt,6,CATTINDOG,DIBONA ROBERT S,KAY WINSTON R,1,1,111,108,5,0,4,4,0,6,20.2,4,0,3,0,2,0,1,0,6,0,6,0,6,0,5,0,3,0,2,0,5,0,0,0,0,6
MTH,//24,20160812,4,3,2,3,,5,0,3,14,1,73,1,7.4,6,0,Claiming,5.5,-0.5,5,1,dirt,5,GALLEY BEACH,SEREY MARIO JR,GONZALES JONATHAN J,0,0,123,124,6,0,10.18,5,0,4,4.1,2,0,4,0,3,0,5,0,2,0,2,0,3,0,4,0,2,0,4,0,4,0,0,5.4,2.4,2
MTH,//18,20160812,5,2,1,3,,8,12.5,4,5,2,0,2,0,7,0,Claiming,8,13,19,5,turf,8,JUSTGIMMEAKISS,RODRIGUEZ JOHN M,REMEDIO M,0,0,121,119,3,0,-6.57,4,0,4,4.1,1,7.6,3,0,2,0,8,0,3,0,2,0,1,3.9,1,4.7,5,0,2,0,1,2.5,0,0,2.8,3
MTH,//1728,20160812,5,8,7,8,,7,0,4,7,2,0,4,0,3,0,Claiming,8,0,13,7,turf,7,LETHAL LIL LADY,CAPTAN BASSAM,HOLQUIN R R,0,0,112,117,6,0,-2.1,8,0,30,97.1,6,0,8,0,7,0,7,0,8,0,7,0,7,0,8,0,4,0,7,0,7,0,0,0,0,7
MTH,//100,20160812,5,5,4,4,,6,0,1,3,2,0,4,0,8,0,Claiming,8,13,43,6,turf,6,HARUMI,WARD DENNIS,USKE S,0,0,124,119,4,0,-2.17,2,0,6,10.1,5,0,1,20,8,0,2,0,2,0,1,2.5,3,0,2,0,5,0,8,0,3,0,0,0,0,5
MTH,//32,20160812,5,3,3,5,,5,0,3,1,2,0,4,0,1,4,Claiming,8,-0.5,48,3,turf,5,BAY DAWN,CALVO ROBERTO,RIVERA L JR,1,0,119,119,5,0,-3.65,5,0,5,10.9,2,0,5,0,3,0,4,0,7,0,5,0,3,0,6,0,3,0,3,0,4,0,0,0,0,6
MTH,//24,20160812,6,1,2,1,,8,0,5,13,1,31,6,0,4,0,Claiming,6,0,20,2,dirt,8,C D GOLD,NAVARRO JORGE,FERRER J C,0,0,124,119,2,0,-1.13,5,0,2,1.2,1,2.2,3,0,6,0,6,0,2,0,1,3.3,3,0,3,0,2,0,3,0,1,2.8,0,0,2.1,3
MTH,//24,20160812,6,5,2,5,,7,0,5,10,3,0,1,7.7,3,0,Claiming,6,0,27,1,dirt,7,FOILEEN,FIELDS KEVIN,USKE S,1,1,121,117,7,0,3.31,7,0,10,8.7,2,0,6,0,7,0,7,0,4,0,2,0,5,0,4,0,3,0,4,0,4,0,0,0,0,5
MTH,//40,20160812,6,2,4,2,,6,0,4,11,6,0,3,0,6,0,Claiming,6,-1,26,1,dirt,6,HE'S A SLAM DUNK,PENALOZA MIGUEL,MARIANO ABEL,0,0,122,119,2,0,1.14,2,0,3,3.7,2,0,2,0,1,4.2,5,0,3,0,2,0,1,0,4,0,4,0,6,0,2,0,0,4.4,2.8,2
MTH,//10,20160812,6,3,1,4,,5,0,3,8,6,0,3,0,2,0,Claiming,6,0,73,1,dirt,5,MIDNIGHT GAMES,CROOK-DEMASI KATHLEE,FLORES J L,0,0,120,119,2,0,1.69,3,0,3.5,5.2,2,0,1,24.2,3,0,1,25.3,1,13.6,2,0,1,0,4,0,6,0,4,0,2,0,0,0,0,7
MTH,//343,20160812,6,6,6,6,,4,43.7,2,1,2,0,2,0,5,0,Claiming,6,0,418,7,dirt,4,PERI WHAN,THOMPSON J WILLARD,JUAREZ NIK,0,0,120,119,1,25,-3.14,1,20.9,12,10.3,7,0,4,0,2,0,2,0,7,0,6,0,6,0,1,2.9,1,13.7,1,2.9,6,0,0,0,0,4
MTH,//1008,20160812,6,7,7,7,,2,0,1,3,5,0,7,0,7,0,Claiming,6,1,301,2,dirt,2,IRON DALE AL,MCBURNEY PATRICK B,GARCIA WILMER A,1,0,122,119,6,0,55.95,6,0,20,50.6,6,0,7,0,5,0,4,0,5,0,7,0,7,0,7,0,4,0,6,0,7,0,0,0,0,6
MTH,//70,20160812,7,4,2,1,,11,0,6,3,2,0,1,3.8,3,0,Mdn_Claimer,5.5,-0.5,47,5,dirt,11,CEE BEE GEE BEE,SERVIS JASON,GALLARDO ANTONIO A,0,0,118,119,1,0,-3.75,7,0,8,1.8,5,0,0,0,4,0,7,0,3,0,7,0,6,0,8,0,7,0,4,0,7,0,5.6,4.4,3.6,1
MTH,//144,20160812,7,4,4,6,,10,0,3,4,4,0,8,0,7,0,Mdn_Claimer,5.5,0,41,4,dirt,10,MAMA PAJAMA,THOMPSON J WILLARD,LEBRON VICTOR,0,0,118,115,6,0,2.42,5,0,8,20.9,2,0,0,0,2,0,2,0,5,0,5,0,4,0,6,0,6,0,2,0,5,0,0,0,0,4
MTH,//3584,20160812,7,10,10,10,,9,0,7,12,4,0,3,0,9,0,Mdn_Claimer,5.5,0,10,6,dirt,9,HAZY DAISY,FARRO PATRICIA,REMEDIO M,1,0,124,119,7,0,5,6,0,30,71.6,7,0,0,0,1,6.1,6,0,7,0,8,0,8,0,3,0,4,0,1,6.9,8,0,0,0,0,6
MTH,//120,20160812,7,2,3,3,,7,0,7,5,4,0,3,0,3,0,Mdn_Claimer,5.5,-2.8,27,4,dirt,7,FAKERY,EINHORN SKIP,GONZALES JONATHAN J,0,2,124,123,1,0,-3.01,1,22.7,4.5,3.7,4,0,0,0,4,0,1,12.3,1,8.3,1,6,1,5.6,1,6,1,6,4,0,1,12.3,0,0,0,5
MTH,//729,20160812,7,7,6,8,,6,0,1,1,3,0,7,0,1,0,Mdn_Claimer,5.5,5.5,0,0,dirt,6,KODIAK KATIE,EINHORN SKIP,GARCIA WILMER A,0,0,0,119,9,0,46.83,9,0,12,36,9,0,0,0,4,0,7,0,9,0,9,0,9,0,9,0,9,0,4,0,9,0,0,0,0,8
MTH,//15,20160812,7,3,1,4,,5,0,7,10,4,0,3,0,5,0,Mdn_Claimer,5.5,-0.5,13,4,dirt,5,CATCH AH FLIGHT,HUSTON RORY K,COTTO P L JR,0,0,122,123,1,0,-0.71,4,0,5,5.1,1,4.3,0,0,4,0,2,0,2,0,4,0,2,0,5,0,4,0,4,0,2,0,0,4.8,3.6,2
MTH,//960,20160812,7,1,9,2,,4,0,4,5,4,0,3,0,8,0,Mdn_Claimer,5.5,-2.8,27,7,dirt,4,JUDY'S CHANCE,RYAN DEREK S,FERRER J C,0,0,119,119,1,0,-3.01,2,0,4,2.6,8,0,0,0,4,0,2,0,6,0,2,0,4,0,2,0,2,0,4,0,5,0,0,0,0,9
MTH,//100,20160812,8,4,5,4,,7,56,1,2,3,0,3,0,4,0,Allowance,8,-1.9,153,9,turf,7,NIETO MIREYO,GUERRERO J CARLOS,VARGAS JORGE A JR,0,0,123,120,1,83,61.8,2,0,8,7.9,5,0,2,0,5,0,1,8.7,1,18.3,5,0,5,0,5,0,3,0,5,0,5,0,0,0,0,5
MTH,//6,20160812,8,1,1,1,,5,0,5,10,1,4.4,2,0,3,0,Allowance,8,-0.5,33,1,turf,5,GHOST HUNTER,NESS JAMIE,GALLARDO ANTONIO A,0,1,122,120,4,0,0.41,3,0,3,0.8,1,8.3,1,6.2,4,0,2,0,3,0,1,8.3,1,5.5,1,1,3,0,3,0,1,4.9,3.6,2.8,2.1,1
MTH,//588,20160813,1,3,7,5,,8,0,2,7,3,0,3,0,3,0,Claiming,6,-2,35,6,dirt,7,JUST ACE,SACCO GREGORY D,GALLARDO ANTONIO A,0,0,124,124,2,0,-0.97,4,0,4,9.1,7,0,2,0,3,0,3,0,6,0,5,0,5,0,6,0,5,0,6,0,5,0,0,0,0,5
MTH,//9,20160813,1,1,1,1,,7,0,4,9,3,0,3,0,1,0.3,Claiming,6,0,22,2,dirt,1A,STEVE'S ADVENTURES,BISHOP FINLEY,MANGALEE N,1,1,124,124,2,0,-0.89,2,0,1,0.2,1,10.8,1,60,2,0,1,12.3,1,27.4,2,0,1,0,2,0,1,1.1,3,0,2,0,2.4,2.1,2.1,3
MTH,//48,20160813,1,4,2,3,,6,0,4,9,1,42.9,1,11.1,5,0,Claiming,6,0,22,4,dirt,6,OLIVER RUSH,FARRO PATRICIA,ESQUIVEL EMMANUEL,0,2,124,124,2,0,-0.89,6,0,4.5,7.7,4,0,5,0,6,0,7,0,3,0,3,0,3,0,4,0,3,0,4,0,3,0,0,4,2.8,2
